,house_lat,house_long,distance (m),duration (s),travel_mode
11,41.1427507,-8.6125743,0,0,driving
12,41.1427507,-8.6125743,2386,616,driving
13,41.1427507,-8.6125743,15980,1662,driving
14,41.1427507,-8.6125743,15232,1330,driving
15,41.1427507,-8.6125743,599,257,driving
16,41.1427507,-8.6125743,682,285,driving
17,41.1427507,-8.6125743,506,197,driving
18,41.1427507,-8.6125743,524,193,driving
19,41.1427507,-8.6125743,478,180,driving
20,41.150854229226546,-8.61149108574201,2246,477,driving
21,41.150854229226546,-8.61149108574201,3229,921,driving
22,41.150854229226546,-8.61149108574201,0,0,driving
23,41.150854229226546,-8.61149108574201,16008,1591,driving
24,41.150854229226546,-8.61149108574201,15259,1259,driving
25,41.150854229226546,-8.61149108574201,2268,724,driving
26,41.150854229226546,-8.61149108574201,2351,752,driving
27,41.150854229226546,-8.61149108574201,2175,664,driving
28,41.150854229226546,-8.61149108574201,2192,660,driving
29,41.150854229226546,-8.61149108574201,2146,647,driving
30,41.16082365636554,-8.712886583743412,11307,1295,driving
31,41.16082365636554,-8.712886583743412,16437,1931,driving
32,41.16082365636554,-8.712886583743412,12933,1565,driving
33,41.16082365636554,-8.712886583743412,0,0,driving
34,41.16082365636554,-8.712886583743412,4053,759,driving
35,41.16082365636554,-8.712886583743412,15476,1735,driving
36,41.16082365636554,-8.712886583743412,15559,1763,driving
37,41.16082365636554,-8.712886583743412,15383,1675,driving
38,41.16082365636554,-8.712886583743412,15401,1671,driving
39,41.16082365636554,-8.712886583743412,15355,1658,driving
40,41.20441494400505,-8.713358515794797,11313,942,driving
41,41.20441494400505,-8.713358515794797,16443,1577,driving
42,41.20441494400505,-8.713358515794797,12939,1211,driving
43,41.20441494400505,-8.713358515794797,5005,754,driving
44,41.20441494400505,-8.713358515794797,0,0,driving
45,41.20441494400505,-8.713358515794797,15482,1381,driving
46,41.20441494400505,-8.713358515794797,15565,1409,driving
47,41.20441494400505,-8.713358515794797,15389,1321,driving
48,41.20441494400505,-8.713358515794797,15407,1317,driving
49,41.20441494400505,-8.713358515794797,15361,1304,driving
50,41.1404185646118,-8.613805075155247,3708,674,driving
51,41.1404185646118,-8.613805075155247,1622,491,driving
52,41.1404185646118,-8.613805075155247,2639,718,driving
53,41.1404185646118,-8.613805075155247,15744,1600,driving
54,41.1404185646118,-8.613805075155247,14995,1268,driving
55,41.1404185646118,-8.613805075155247,0,0,driving
56,41.1404185646118,-8.613805075155247,83,28,driving
57,41.1404185646118,-8.613805075155247,706,207,driving
58,41.1404185646118,-8.613805075155247,662,196,driving
59,41.1404185646118,-8.613805075155247,616,183,driving
60,41.140582894587105,-8.614647448494276,3626,643,driving
61,41.140582894587105,-8.614647448494276,1540,460,driving
62,41.140582894587105,-8.614647448494276,2557,687,driving
63,41.140582894587105,-8.614647448494276,15661,1569,driving
64,41.140582894587105,-8.614647448494276,14912,1237,driving
65,41.140582894587105,-8.614647448494276,83,32,driving
66,41.140582894587105,-8.614647448494276,0,0,driving
67,41.140582894587105,-8.614647448494276,485,204,driving
68,41.140582894587105,-8.614647448494276,503,199,driving
69,41.140582894587105,-8.614647448494276,457,187,driving
70,41.142145919582674,-8.61374925523519,3875,707,driving
71,41.142145919582674,-8.61374925523519,1125,297,driving
72,41.142145919582674,-8.61374925523519,2344,585,driving
73,41.142145919582674,-8.61374925523519,15910,1633,driving
74,41.142145919582674,-8.61374925523519,15161,1301,driving
75,41.142145919582674,-8.61374925523519,529,228,driving
76,41.142145919582674,-8.61374925523519,611,257,driving
77,41.142145919582674,-8.61374925523519,0,0,driving
78,41.142145919582674,-8.61374925523519,453,165,driving
79,41.142145919582674,-8.61374925523519,407,152,driving
80,41.14214101346732,-8.613394163295458,3930,720,driving
81,41.14214101346732,-8.613394163295458,1153,313,driving
82,41.14214101346732,-8.613394163295458,2372,601,driving
83,41.14214101346732,-8.613394163295458,15965,1647,driving
84,41.14214101346732,-8.613394163295458,15217,1315,driving
85,41.14214101346732,-8.613394163295458,584,242,driving
86,41.14214101346732,-8.613394163295458,667,270,driving
87,41.14214101346732,-8.613394163295458,491,182,driving
88,41.14214101346732,-8.613394163295458,0,0,driving
89,41.14214101346732,-8.613394163295458,463,165,driving
90,41.141764839822955,-8.613161057563643,3976,733,driving
91,41.141764839822955,-8.613161057563643,1199,326,driving
92,41.141764839822955,-8.613161057563643,2418,614,driving
93,41.141764839822955,-8.613161057563643,16012,1660,driving
94,41.141764839822955,-8.613161057563643,15263,1328,driving
95,41.141764839822955,-8.613161057563643,631,255,driving
96,41.141764839822955,-8.613161057563643,713,283,driving
97,41.141764839822955,-8.613161057563643,537,195,driving
98,41.141764839822955,-8.613161057563643,46,13,driving
99,41.141764839822955,-8.613161057563643,0,0,driving
0,41.1564238,-8.6249723,3016,1396,transit
1,41.1564238,-8.6249723,2193,819,transit
2,41.1564238,-8.6249723,18059,3491,transit
3,41.1564238,-8.6249723,3238,1441,transit
4,41.1564238,-8.6249723,3146,1376,transit
5,41.1564238,-8.6249723,2972,1251,transit
6,41.1564238,-8.6249723,2966,1285,transit
7,41.1564238,-8.6249723,3012,1322,transit
8,41.1427507,-8.6125743,3441,1299,transit
9,41.1427507,-8.6125743,1984,882,transit
10,41.1427507,-8.6125743,14004,3496,transit
11,41.1427507,-8.6125743,547,430,transit
12,41.1427507,-8.6125743,455,365,transit
13,41.1427507,-8.6125743,281,240,transit
14,41.1427507,-8.6125743,237,212,transit
15,41.1427507,-8.6125743,283,250,transit
16,41.150854229226546,-8.61149108574201,2193,884,transit
17,41.150854229226546,-8.61149108574201,1415,707,transit
18,41.150854229226546,-8.61149108574201,13579,3237,transit
19,41.150854229226546,-8.61149108574201,1452,913,transit
20,41.150854229226546,-8.61149108574201,1360,848,transit
21,41.150854229226546,-8.61149108574201,1187,723,transit
22,41.150854229226546,-8.61149108574201,1214,762,transit
23,41.150854229226546,-8.61149108574201,1260,799,transit
24,41.20441494400505,-8.713358515794797,10910,2904,transit
25,41.20441494400505,-8.713358515794797,13294,3526,transit
26,41.20441494400505,-8.713358515794797,13250,3382,transit
27,41.20441494400505,-8.713358515794797,13516,3571,transit
28,41.20441494400505,-8.713358515794797,13424,3506,transit
29,41.20441494400505,-8.713358515794797,13250,3381,transit
30,41.20441494400505,-8.713358515794797,13244,3415,transit
31,41.20441494400505,-8.713358515794797,13290,3452,transit
32,41.1404185646118,-8.613805075155247,3437,1668,transit
33,41.1404185646118,-8.613805075155247,547,578,transit
34,41.1404185646118,-8.613805075155247,1408,1245,transit
35,41.1404185646118,-8.613805075155247,14071,3668,transit
36,41.1404185646118,-8.613805075155247,92,72,transit
37,41.1404185646118,-8.613805075155247,337,292,transit
38,41.1404185646118,-8.613805075155247,361,326,transit
39,41.1404185646118,-8.613805075155247,315,273,transit
40,41.140582894587105,-8.614647448494276,3345,1597,transit
41,41.140582894587105,-8.614647448494276,455,506,transit
42,41.140582894587105,-8.614647448494276,1981,1139,transit
43,41.140582894587105,-8.614647448494276,13979,3597,transit
44,41.140582894587105,-8.614647448494276,92,65,transit
45,41.140582894587105,-8.614647448494276,245,220,transit
46,41.140582894587105,-8.614647448494276,269,254,transit
47,41.140582894587105,-8.614647448494276,223,202,transit
48,41.142145919582674,-8.61374925523519,3484,1390,transit
49,41.142145919582674,-8.61374925523519,281,339,transit
50,41.142145919582674,-8.61374925523519,1142,1007,transit
51,41.142145919582674,-8.61374925523519,13786,3447,transit
52,41.142145919582674,-8.61374925523519,337,252,transit
53,41.142145919582674,-8.61374925523519,245,187,transit
54,41.142145919582674,-8.61374925523519,183,171,transit
55,41.142145919582674,-8.61374925523519,137,119,transit
56,41.14214101346732,-8.613394163295458,3511,1417,transit
57,41.14214101346732,-8.613394163295458,237,299,transit
58,41.14214101346732,-8.613394163295458,1169,1034,transit
59,41.14214101346732,-8.613394163295458,13780,3472,transit
60,41.14214101346732,-8.613394163295458,361,282,transit
61,41.14214101346732,-8.613394163295458,269,217,transit
62,41.14214101346732,-8.613394163295458,183,167,transit
63,41.14214101346732,-8.613394163295458,46,37,transit
64,41.141764839822955,-8.613161057563643,3557,1469,transit
65,41.141764839822955,-8.613161057563643,283,351,transit
66,41.141764839822955,-8.613161057563643,1215,1086,transit
67,41.141764839822955,-8.613161057563643,13826,3524,transit
68,41.141764839822955,-8.613161057563643,315,245,transit
69,41.141764839822955,-8.613161057563643,223,180,transit
70,41.141764839822955,-8.613161057563643,137,129,transit
71,41.141764839822955,-8.613161057563643,46,52,transit
